,n_processo,data_criacao,unidade_origem,assunto,data_instauracao_jad,situacao_jad,data_instauracao_pad,cppad,fase,resultado_do_pad,data_conclusao_pad,proposta_coopad,Atualizado_em,ano_criacao_processo,Ano,ano_conclusao_pad
632,E-03/006/766/2015,2015-03-11,SEEDUC,ABANDONO DE CARGO,2023-10-25,EM ESPERA,,,,,,,2025-07-31 08:30:14,2015,,
633,SEI-150071/000202/2023,2023-05-04,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-07-16,NEGATIVO,,,,,,,2025-07-31 08:30:14,2023,,
634,SEI-030041/006576/2023,2023-10-26,SEEDUC,FALTAS INJUSTIFICADAS,2024-07-16,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
635,SEI-030001/045791/2024,2024-06-07,SEEDUC,ABANDONO DE CARGO,2024-12-09,POSITIVO,2025-03-27,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2025,
636,SEI-030001/057601/2024,2024-07-09,SEEDUC,ABANDONO DE CARGO,2024-07-31,POSITIVO,2025-02-06,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2025,
637,E-03/015/1999/2014,2014-07-07,SEEDUC,ABANDONO DE CARGO,2024-08-01,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2014,,
638,SEI-030001/018802/2024,2024-03-18,SEEDUC,ABANDONO DE CARGO,2024-08-05,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
639,SEI-030001/028966/2024,2024-04-18,SEEDUC,FALTAS INTERPOLADAS,2024-08-07,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
640,SEI-030038/004046/2021,2021-11-03,SEEDUC,ABANDONO DE CARGO,2024-08-07,POSITIVO,2024-12-16,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2024,
641,E-03/015/980/2019,2019-05-30,SEEDUC,ABANDONO DE CARGO,2024-08-12,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2019,,
642,SEI-030039/000533/2020,2020-03-09,SEEDUC,ABANDONO DE CARGO,2024-08-12,POSITIVO,2025-02-06,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2025,
643,SEI-030039/001229/2022,2022-02-23,SEEDUC,ABANDONO DE CARGO,2024-08-14,POSITIVO,2024-12-10,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
644,SEI-030038/001706/2023,2023-03-23,SEEDUC,ABANDONO DE CARGO,2024-08-14,POSITIVO,2024-12-17,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
645,SEI-030001/055457/2024,2024-07-03,SEEDUC,FALTAS INTERPOLADAS,2024-08-15,POSITIVO,2024-12-16,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
646,SEI-030030/006423/2022,2022-09-29,SEEDUC,ABANDONO DE CARGO,2024-08-15,POSITIVO,2024-12-12,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
647,SEI-030001/008786/2024,2024-02-19,SEEDUC,TENTATIVA DE HOMICÍDIO,2024-08-29,POSITIVO,2024-08-09,4ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2024,2024,
648,SEI-030029/004917/2021,2021-05-27,SEEDUC,ABANDONO DE CARGO,2024-08-02,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2021,,
649,E-03/007/5957/2017,2017-11-23,SEEDUC,ABANDONO DE CARGO,2024-08-05,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2017,,
650,SEI-030030/005369/2022,2022-08-11,SEEDUC,ABANDONO DE CARGO,2024-08-02,POSITIVO,2025-03-21,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2025,
651,E-03/008/5282/2018,2018-05-10,SEEDUC,ABANDONO DE CARGO,2024-12-10,POSITIVO,2025-02-12,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2018,2025,
652,SEI-150148/000140/2021,2021-07-26,DETRAN-RJ,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-09-02,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2022-04-28,,2025-07-31 08:30:14,2021,2024,2022
653,SEI-030001/037401/2024,2024-05-14,SEEDUC,ABANDONO DE CARGO,2024-12-09,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
654,SEI-320001/000099/2023,2023-01-09,CGE,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2024-05-23,POSITIVO,2024-09-12,4ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2023,2024,
655,SEI-030029/009698/2021,2021-10-13,SEEDUC,ABANDONO DE CARGO,2024-08-23,NEGATIVO,,,,,,,2025-07-31 08:30:14,2021,,
656,E-03/013/911/2019,2019-02-21,SEEDUC,ABANDONO DE CARGO,2024-12-09,POSITIVO,2025-02-06,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2025,
657,SEI-030037/005362/2023,2023-12-20,SEEDUC,ABANDONO DE CARGO,2024-12-10,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
658,E-03/002/002406/2019,2019-05-07,SEEDUC,ABANDONO DE CARGO,2024-08-27,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2019,,
659,SEI-260005/004436/2023,2023-06-01,FAETEC,FALTAS INTERPOLADAS,2024-11-12,POSITIVO,2025-02-13,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
660,SEI-030001/048680/2024,2024-06-18,SEEDUC,ABANDONO DE CARGO,2024-12-18,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
661,SEI-330004/000261/2024,2024-07-02,IEEA,ABANDONO DE CARGO,2024-08-29,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
662,SEI-030029/005915/2021,2021-06-28,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-01-11,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-11-21,DEMISSÃO,2025-07-31 08:30:14,2021,2023,2023
663,E-03/016/100141/2018,2018-07-12,SEEDUC,ASSÉDIO SEXUAL,,NEGATIVO,2021-02-09,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-06-19,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2021,2024
664,SEI-030038/001578/2021,2021-05-05,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-03-23,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-09-29,DEMISSÃO,2025-07-31 08:30:14,2021,2023,2023
665,SEI-030040/000584/2021,2021-03-12,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-03-23,1ª CPPAD,FINALIZADO,DEMISSÃO,2023-10-26,DEMISSÃO,2025-07-31 08:30:14,2021,2023,2023
666,SEI-08/005/001015/2019,2019-09-03,SES,SISPATRI,,POSITIVO,2021-02-04,2ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2019,2021,
667,SEI-030035/003216/2022,2022-05-02,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-06-12,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-12-08,DEMISSÃO,2025-07-31 08:30:14,2022,2023,2023
668,SEI-030032/002262/2021,2021-08-26,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-06-12,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-09-14,DEMISSÃO,2025-07-31 08:30:14,2021,2023,2023
669,SEI-080005/000048/2020,2020-09-25,SES,ABANDONO DE CARGO,,POSITIVO,2023-06-21,1ª CPPAD,FINALIZADO,DEMISSÃO,2023-11-24,DEMISSÃO,2025-07-31 08:30:14,2020,2023,2023
670,SEI-030033/003691/2021,2021-09-08,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-06-21,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-11-09,DEMISSÃO,2025-07-31 08:30:14,2021,2023,2023
671,SEI-030037/002770/2021,2021-08-30,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-07-04,1ª CPPAD,FINALIZADO,DEMISSÃO,2023-12-14,DEMISSÃO,2025-07-31 08:30:14,2021,2023,2023
672,SEI-030037/004299/2021,2021-12-23,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-08-15,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2021,2023,
673,SEI-030035/004296/2021,2021-08-17,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2022-02-14,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-12-22,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2022,2023
674,SEI-030029/006685/2020,2020-11-16,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-09-28,1ª CPPAD,FINALIZADO,DEMISSÃO,2023-08-10,DEMISSÃO,2025-07-31 08:30:14,2020,2022,2023
675,E-03/008/5804/2017,2017-10-18,SEEDUC,FALTA DE URBANIDADE,,POSITIVO,2022-02-22,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-08-26,ARQUIVAMENTO,2025-07-31 08:30:14,2017,2022,2024
676,E-08/008/1686/2016,2016-04-29,SES,ABANDONO DE CARGO,,NEGATIVO,,,,,,,2025-07-31 08:30:14,2016,,
677,E-12/061/2421/2017,2017-03-23,DETRAN-RJ,FALTAS INTERPOLADAS,,POSITIVO,2022-02-10,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-12-11,ARQUIVAMENTO,2025-07-31 08:30:14,2017,2022,2023
678,E-03/007/2230/2019,2019-03-25,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2021-05-26,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-06-13,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2021,2024
679,PGE/001.001572/2021,2021-02-17,PGE,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2022-08-08,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2021,2022,
680,SEI-260016/000390/2020,2020-05-27,SECTI,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2022-04-07,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2022,
681,E-03/008/3086/2019,2019-06-06,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-02-22,3ª CPPAD,FINALIZADO,DEMISSÃO,2023-04-19,DEMISSÃO,2025-07-31 08:30:14,2019,2022,2023
682,SEI-030035/002439/2023,2023-04-24,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-01-24,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-04-25,ARQUIVAMENTO,2025-07-31 08:30:14,2023,2023,2024
683,E-03/014/1162/2014,2014-04-03,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-03-17,1ª CPPAD,FINALIZADO,DEMISSÃO ,2023-04-20,DEMISSÃO,2025-07-31 08:30:14,2014,2022,2023
684,SEI-030034/002620/2021,2021-08-25,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-11-07,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-08-21,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2022,2024
685,SEI-030037/004274/2021,2021-12-23,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2022-05-23,3ª CPPAD,FINALIZADO,SUSPENSÃO,2024-09-04,SUSPENSÃO,2025-07-31 08:30:14,2021,2022,2024
686,E-03/007/2453/2019,2019-04-02,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-05-23,1ª CPPAD,FINALIZADO,DEMISSÃO ,2023-05-19,DEMISSÃO,2025-07-31 08:30:14,2019,2022,2023
687,SEI-030037/001354/2020,2020-10-29,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-05-31,1ª CPPAD,FINALIZADO,DEMISSÃO ,2023-05-09,DEMISSÃO,2025-07-31 08:30:14,2020,2022,2023
688,E-03/038/297/2019,2019-08-09,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-05-30,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-03-17,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2022,2023
689,SEI-080001/019092/2020,2020-09-14,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-05-27,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2022,
690,E-03/008/3547/2017,2017-07-03,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2022-05-31,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-11-30,ARQUIVAMENTO,2025-07-31 08:30:14,2017,2022,2023
691,SEI-030029/002735/2020,2020-06-01,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2022-07-08,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2022-09-21,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2022,2022
692,E-03/039/418/2019,2019-08-22,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-08-08,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-07-26,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2022,2023
693,E-03/036/1072/2019,2019-10-31,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-08-22,1ª CPPAD,FINALIZADO,DEMISSÃO,2023-09-15,DEMISSÃO,2025-07-31 08:30:14,2019,2022,2023
694,E-03/032/715/2019,2019-10-30,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-09-14,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-05-09,DEMISSÃO,2025-07-31 08:30:14,2019,2022,2023
695,SEI-030029/006458/2020,2020-11-10,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-09-14,1ª CPPAD,FINALIZADO,DEMISSÃO,2023-03-24,DEMISSÃO,2025-07-31 08:30:14,2020,2022,2023
696,SEI-030043/000926/2020,2020-09-04,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-09-26,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-09-11,DEMISSÃO,2025-07-31 08:30:14,2020,2022,2023
697,SEI-150154/001038/2021,2021-11-23,DETRAN-RJ,ABANDONO DE CARGO,,NEGATIVO,2022-09-30,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-03-17,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2022,2023
698,SEI-030029/008877/2021,2021-09-20,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-10-05,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-10-26,DEMISSÃO,2025-07-31 08:30:14,2021,2022,2023
699,SEI-030033/003862/2021,2021-09-20,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-10-05,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-08-15,DEMISSÃO,2025-07-31 08:30:14,2021,2022,2023
700,E-03/030/688/2020,2020-11-05,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-10-05,1ª CPPAD,FINALIZADO,DEMISSÃO,2023-09-22,DEMISSÃO,2025-07-31 08:30:14,2020,2022,2023
701,SEI-030030/003705/2021,2021-08-11,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-10-05,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-10-31,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2022,2023
702,SEI-030039/004011/2021,2021-10-06,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-10-05,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2021,2022,
703,SEI-04/160/000113/2019,2019-10-16,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-10-05,1ª CPPAD,FINALIZADO,CASSAÇÃO DE APOSENTADORIA,2024-02-26,CASSAÇÃO DE APOSENTADORIA,2025-07-31 08:30:14,2019,2022,2024
704,E-03/008/103147/2018,2018-10-16,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2022-10-17,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-10-26,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2022,2023
705,E-03/004/101007/2018,2018-08-30,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-10-19,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-10-05,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2022,2023
706,SEI-030039/002303/2021,2021-06-14,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-10-19,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-10-31,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2022,2023
707,E-03/035/1737/2020,2020-03-12,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-11-01,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-06-21,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2022,2023
708,SEI-030033/001145/2020,2020-08-21,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-11-01,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-05-17,DEMISSÃO,2025-07-31 08:30:14,2020,2022,2023
709,SEI-260005/002506/2021,2021-07-01,FAETEC,ABANDONO DE CARGO,,POSITIVO,2022-11-08,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-05-25,DEMISSÃO,2025-07-31 08:30:14,2021,2022,2023
710,SEI-080001/015881/2020,2020-07-30,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-11-16,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-11-22,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2022,2023
711,SEI-260005/003858/2021,2021-09-09,FAETEC,ABANDONO DE CARGO,,POSITIVO,2022-11-16,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-03-23,ARQUIVAMENTO,2025-07-31 08:30:14,2021,2022,2023
712,E-08/015/2115/2019,2019-07-30,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-11-16,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-10-26,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2022,2023
713,SEI-080003/000089/2020,2020-08-28,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-11-16,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2020,2022,
714,E-03/10203884/1999,1999-10-21,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-11-16,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-10-26,ARQUIVAMENTO,2025-07-31 08:30:14,1999,2022,2023
715,SEI-040161/004724/2020,2020-05-21,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-11-23,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-11-06,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2022,2023
716,SEI-030037/003967/2021,2021-11-24,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2022-11-23,2ª CPPAD,REEXAME,,,SUSPENSÃO,2025-07-31 08:30:14,2021,2022,
717,SEI-08/005/000677/2019,2019-09-02,SES,SISPATRI,,POSITIVO,2021-01-13,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-08-21,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2021,2024
718,SEI-150063/003831/2022,2022-06-22,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-12-16,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-08-21,DEMISSÃO,2025-07-31 08:30:14,2022,2022,2023
719,SEI-030030/001345/2020,2020-09-11,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-12-16,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-09-22,ARQUIVAMENTO,2025-07-31 08:30:14,2020,2022,2023
720,SEI-030029/008002/2021,2021-08-24,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2022-12-30,1ª CPPAD,FINALIZADO,DEMISSÃO,2023-09-18,DEMISSÃO,2025-07-31 08:30:14,2021,2022,2023
721,E-03/004/2222/2017,2017-06-26,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,,POSITIVO,2021-08-19,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-08-28,ARQUIVAMENTO,2025-07-31 08:30:14,2017,2021,2024
722,SEI-040161/003517/2020,2020-04-13,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-12-30,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2020,2022,
723,SEI-04/161/003219/2019,2019-11-08,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,2022-12-30,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-12-22,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2022,2023
724,SEI-08/005/000707/2019,2019-09-02,SES,SISPATRI,,POSITIVO,2021-01-13,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-01-02,ARQUIVAMENTO,2025-07-31 08:30:14,2019,2021,2023
725,E-03/030/655/2020,2020-02-14,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2021-12-10,2ª CPPAD,FINALIZADO,DEMISSÃO,2023-03-01,DEMISSÃO,2025-07-31 08:30:14,2020,2021,2023
726,E-08/015/1343/2019,2019-05-28,SES,ABANDONO DE CARGO,,POSITIVO,2021-05-31,3ª CPPAD,FINALIZADO,DEMISSÃO ,2023-03-01,DEMISSÃO,2025-07-31 08:30:14,2019,2021,2023
727,E-03/004/1880/2014,2014-05-13,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2017-09-25,3ª CPPAD,FINALIZADO,EXONERAÇÃO,2021-12-23,DEMISSÃO,2025-07-31 08:30:14,2014,2017,2021
728,E-03/005/4158/2018,2018-07-09,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2021-02-17,3ª CPPAD,FINALIZADO,ARQUIVAMENTO,2023-01-09,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2021,2023
729,SEI-030001/053898/2024,2024-06-28,SEEDUC,ABANDONO DE CARGO,2024-09-18,POSITIVO,2024-12-16,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
730,SEI-030001/053682/2024,2024-06-28,SEEDUC,ABANDONO DE CARGO,2024-09-19,POSITIVO,2024-12-17,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
731,SEI-260005/010330/2023,2023-12-01,FAETEC,ABANDONO DE CARGO,2024-11-11,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
732,SEI-030001/031912/2024,2024-04-30,SEEDUC,ABANDONO DE CARGO,2024-09-24,POSITIVO,2024-12-17,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
733,E-03/016/936/2019,2023-09-27,SEEDUC,ABANDONO DE CARGO,2024-11-09,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
734,SEI-030001/017325/2024,2024-03-13,SEEDUC,ABANDONO DE CARGO,2024-09-05,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
735,SEI-260005/007469/2023,2023-09-06,FAETEC,ABANDONO DE CARGO,2024-09-12,POSITIVO,2025-02-12,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
736,SEI-260005/003581/2022,2022-05-16,FAETEC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-03-01,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
737,SEI-030001/068281/2024,2024-08-12,SEEDUC,ESTUPRO,2024-10-09,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
738,SEI-030037/003949/2023,2023-09-20,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-10-09,NEGATIVO,,,,,,,2025-07-31 08:30:14,2023,,
739,SEI-030029/013399/2023,2023-10-17,SEEDUC,ASSÉDIO MORAL,2024-10-09,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
740,SEI-030001/037360/2024,2024-05-14,SEEDUC,FALTAS INTERPOLADAS,2024-10-10,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
741,E-03/10203722/2011,2022-07-08,SEEDUC,ABANDONO DE CARGO,2024-10-09,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
742,SEI-030035/007426/2022,2023-01-12,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2024-10-15,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
743,SEI-150071/000252/2023,2023-05-23,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-10-14,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
744,SEI-030001/047345/2024,2024-06-12,SEEDUC,ABANDONO DE CARGO,2024-10-14,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2024,,
745,E-03/030/597/2020,2021-03-02,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2021-06-07,1ª CPPAD,FINALIZADO,SUSPENSÃO,2024-10-07,SUSPENSÃO,2025-07-31 08:30:14,2021,2021,2024
746,SEI-080002/000890/2023,2023-04-12,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,,NEGATIVO,,,,,,,2025-07-31 08:30:14,2023,,
747,E-03/005/101490/2018,2023-01-03,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2024-05-23,POSITIVO,2024-07-20,2ª CPPAD,FINALIZADO,,,CASSAÇÃO DE APOSENTADORIA,2025-07-31 08:30:14,2023,2024,
748,SEI-030029/009788/2023,2023-07-31,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-10-08,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
749,SEI-030035/006734/2023,2023-10-27,SEEDUC,ASSÉDIO SEXUAL,2024-10-16,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
750,SEI-030001/047324/2024,2024-06-12,SEEDUC,ABANDONO DE CARGO,2024-09-10,POSITIVO,2024-12-20,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2024,2024,
751,E-03/001/1224/2018,2022-09-23,CGE,INOBSERVÂNCIA DE NORMAS LEGAIS,,POSITIVO,2021-01-11,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-10-29,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2021,2024
752,SEI-030030/000740/2020,2022-07-03,SEEDUC,ABANDONO DE CARGO,2024-09-23,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
753,SEI-030038/000635/2020,2021-04-15,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2021-09-05,3ª CPPAD,FINALIZADO,SUSPENSÃO,2024-02-06,SUSPENSÃO,2025-07-31 08:30:14,2021,2021,2024
754,SEI-030022/010976/2021,2021-10-27,DEGASE,INOBSERVÂNCIA DE NORMAS LEGAIS,,POSITIVO,2023-02-23,2ª CPPAD,FINALIZADO,SUSPENSÃO,2024-10-03,SUSPENSÃO,2025-07-31 08:30:14,2021,2023,2024
